City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
463,Bud,US,84.22,scattered clouds,39.447,-86.1758,Ted McQuinn Trust
464,Pasni,PK,83.43,broken clouds,25.2631,63.471,Kashmiri Hotal
466,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
467,Ponta Do Sol,PT,68.63,scattered clouds,32.6667,-17.1,Hotel do Campo
468,Bagn,NO,53.08,overcast clouds,60.8225,9.5521,Bobiltømmepunkt
470,Petropavlovsk-Kamchatskiy,RU,50.59,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
471,Cotonou,BJ,76.37,light rain,6.3654,2.4183,Novotel Cotonou Orisha
472,Loreto,MX,60.06,broken clouds,22.2667,-101.9667,José de Jesús Velásquez mora
473,Robe,AU,58.17,scattered clouds,-37.1833,139.75,Harbour View Motel
475,Itaqui,BR,55.81,broken clouds,-29.1253,-56.5531,HOTEL BIASI - ITAQUI/RS
476,Nhulunbuy,AU,77.61,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
477,Lekoni,GA,73.54,broken clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
478,Porto Nacional,BR,75.2,broken clouds,-10.7081,-48.4172,Vila Real Hotel
480,Colares,PT,65.34,overcast clouds,38.7992,-9.4469,Arribas Sintra Hotel
481,Batticaloa,LK,80.22,heavy intensity rain,7.7102,81.6924,Grand Star Guest House
482,Skegness,GB,58.57,few clouds,53.1436,0.3363,The Royal Hotel
483,The Valley,AI,82.26,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
486,Nouakchott,MR,75.13,scattered clouds,18.0858,-15.9785,HOTEL IMAN
487,Divnoye,RU,69.55,broken clouds,45.9089,43.3547,Motel Manych-Gudilo
489,Rafaela,AR,56.98,overcast clouds,-31.2503,-61.4867,Parra Hotel & Suites
490,Tual,ID,81.81,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
491,Meulaboh,ID,80.73,overcast clouds,4.1363,96.1285,Kost Pria
494,Coos Bay,US,59.31,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
495,San Patricio,US,83.84,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
498,Seoni Malwa,IN,81.52,overcast clouds,22.45,77.4667,hotel naman residency
499,Pilar,BR,71.53,light rain,-9.5972,-35.9567,Pousada e churrascaria Manguaba
502,Mantua,IT,69.35,clear sky,45.1667,10.7833,Hotel la Favorita
503,Komarno,SK,61.05,clear sky,47.7636,18.1226,Hotel Bow Garden
504,Mackay,AU,78.67,clear sky,-21.15,149.2,International Lodge Motel
506,Half Moon Bay,US,64.45,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
507,Ahuimanu,US,80.31,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
508,Esso,RU,53.87,light rain,55.9333,158.7,Paramushir Tur
509,Sayyan,YE,67.19,scattered clouds,15.1718,44.3244,ملاطف ابوحورية
510,Piskivka,UA,55.33,broken clouds,50.6938,29.6193,"Отель ""Странноприимная"""
512,Pemangkat,ID,81.61,overcast clouds,1.1667,108.9667,Ramah Kost KITA
513,Mosquera,CO,53.69,broken clouds,4.7059,-74.2302,Hotel SJ
516,Gualeguaychu,AR,52.9,overcast clouds,-33.0094,-58.5172,Hotel Los Angeles
519,Natal,BR,75.42,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
521,Lhokseumawe,ID,77.18,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
523,Great Yarmouth,GB,54.01,clear sky,52.6083,1.7305,Comfort Hotel Great Yarmouth
526,Staryy Oskol,RU,57.92,overcast clouds,51.2967,37.8417,Guest House Stary Oskol
527,Nanton,CA,50.81,broken clouds,50.3501,-113.7687,Changing Seasons Bed and Breakfast
528,Mount Isa,AU,76.77,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
529,Malanje,AO,55.72,overcast clouds,-9.5402,16.341,Hotel Ginga
531,Tahta,EG,79.27,clear sky,26.7693,31.5021,فندق الزيات
532,Port Hardy,CA,51.17,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
536,Sinnai,IT,71.47,clear sky,39.3042,9.2036,La Rosa Dei Venti Sardinya
537,Fairbanks,US,70.14,few clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
539,Tabou,CI,74.82,moderate rain,4.423,-7.3528,hotêl doufoulougou
540,Nador,MA,75.45,clear sky,35.174,-2.9287,Hôtel La Giralda
542,Fond Du Lac,US,73.29,broken clouds,43.775,-88.4388,Radisson Hotel and Conference Center Fond du Lac
544,Newcastle,AU,70.09,clear sky,-32.9272,151.7765,NOAH'S on the beach
546,Moron,AR,56.97,fog,-34.6534,-58.6198,Hotel Morón
547,Puerto Escondido,MX,77.11,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
548,Jaque,PA,77.7,overcast clouds,7.5175,-78.1703,Aventuras Jaque S.A
549,Manohar Thana,IN,84.06,overcast clouds,24.24,76.8018,GEETA SADAN
550,Anshun,CN,61.16,overcast clouds,26.25,105.9333,安顺麦吉风格酒店
551,Guararapes,BR,63.18,clear sky,-21.2608,-50.6428,Hotel Nacional Business
552,Oktyabrskoye,RU,62.74,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
554,Boca Do Acre,BR,72.3,scattered clouds,-8.7522,-67.3978,Hotel Sao Pedro
557,Tabalosos,PE,61.72,clear sky,-6.35,-76.6833,Proyecto de Lounge Nazareth
560,Abha,SA,71.85,clear sky,18.2164,42.5053,Abha Hotel
562,Erdemli,TR,77.45,clear sky,36.605,34.3084,Sun Rice Otel
564,Camana,PE,60.31,overcast clouds,-16.6228,-72.7111,Hostal Morales
565,Chillicothe,US,80.04,clear sky,39.3331,-82.9824,Holiday Inn Express Chillicothe East
566,Nago,JP,76.05,moderate rain,26.5881,127.9761,Hotel Yugaf Inn Okinawa
568,Baruun-Urt,MN,76.32,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
569,Maldonado,UY,55.22,overcast clouds,-34.6667,-54.9167,La Cimarrona
570,Monterrey,MX,84.56,clear sky,25.6667,-100.3167,Hotel Son-Mar Monterrey Centro
571,Guerrero Negro,MX,63.0,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
573,Katobu,ID,78.94,overcast clouds,-4.9408,122.5276,La Ode Husein
574,San Andres,CO,80.62,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
575,Maksatikha,RU,56.55,overcast clouds,57.797,35.8825,"Hotel ""Mologa"""
576,Grand Gaube,MU,74.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
577,Dores Do Indaia,BR,57.54,clear sky,-19.4633,-45.6017,Hotel Central Dorense
578,Lahaina,US,82.4,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
579,Veshenskaya,RU,60.39,overcast clouds,49.6303,41.7334,Kazachiy Kuren'. Muzey Sholokhova
580,Gizo,SB,84.04,overcast clouds,-8.103,156.8419,Imagination Island
581,Mae Sai,TH,73.54,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
582,Apatou,GF,71.1,scattered clouds,5.155,-54.3472,Yoto quensha
583,Guymon,US,77.0,clear sky,36.6828,-101.4816,Simple Rewards
584,San Vicente,AR,51.78,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
586,Galle,LK,82.27,light rain,6.0367,80.217,Amangalla
588,Grand-Lahou,CI,76.32,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
589,Hearst,CA,67.08,broken clouds,49.6835,-83.6665,Companion
590,Sudak,UA,68.14,clear sky,44.85,34.9667,Solari Beach
591,Temecula,US,70.43,clear sky,33.4936,-117.1484,Embassy Suites by Hilton Temecula Valley Wine Country
592,San Rafael Del Sur,NI,71.6,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
593,Lexington,US,81.99,clear sky,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
594,Ishigaki,JP,78.93,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
595,Naze,JP,73.42,heavy intensity rain,28.3667,129.4833,Shishime Hotel
596,Jacareacanga,BR,70.93,broken clouds,-6.2222,-57.7528,Casa do Ian😎
597,La Asuncion,VE,77.77,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
599,Xiongyue,CN,74.37,clear sky,40.1774,122.1228,Samsung Business Hotel
601,Turukhansk,RU,66.92,light rain,65.8167,87.9833,"ООО ""Туруханская пушнина"""
602,Mujiayingzi,CN,80.89,few clouds,42.1167,118.7833,Jinjiang Hotel
603,Sheffield Lake,US,84.85,clear sky,41.4875,-82.1015,Fairfield Inn & Suites by Marriott Cleveland Avon
604,Yasinya,UA,53.13,scattered clouds,48.2794,24.3604,Vip Apartments 5 Fireplaces
607,Naifaru,MV,83.32,broken clouds,5.4444,73.3657,Naifaru Residence Guest House
608,Dehui,CN,76.32,few clouds,44.5333,125.7,Chunyi Hotel
609,Show Low,US,71.89,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
610,Parabel,RU,59.38,light rain,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
612,College,US,70.12,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
613,Sao Gabriel Da Cachoeira,BR,69.44,few clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
614,Oeiras Do Para,BR,71.64,overcast clouds,-2.0031,-49.8544,Araticu Soft Hotel
615,Castres,FR,68.83,clear sky,43.5833,2.1667,Le 81 Hôtel
616,Bouna,CI,71.53,overcast clouds,9.2667,-3.0,Hôtel lababa
618,Feijo,BR,70.63,clear sky,-8.1642,-70.3536,Hotel e Restaurante Aҫai
619,Dayong,CN,74.41,overcast clouds,25.0209,118.2898,Haiyue Express Hotel
621,Mozarlandia,BR,74.14,few clouds,-14.7447,-50.5706,Hotel Santa Mônica
622,Muli,MV,83.21,broken clouds,2.9167,73.5667,Medhufushi Island Resort
623,Tarazona,ES,73.22,overcast clouds,41.9,-1.7333,La Merced de la Concordia
624,Moranbah,AU,75.67,clear sky,-22.0016,148.0466,Property Vine - Monterey Moranbah
625,Tarakan,ID,78.3,heavy intensity rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
628,Desna,UA,56.23,broken clouds,50.9273,30.7605,Log cabin
629,Quatre Cocos,MU,73.51,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
630,Champerico,GT,78.39,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
631,Gueugnon,FR,64.18,broken clouds,46.6036,4.0629,Contact Hôtel Restaurant Saint-Benoit
632,Mandalgovi,MN,79.86,broken clouds,45.7625,106.2708,В.Ганбат
633,Noumea,NC,80.58,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
634,Penapolis,BR,62.17,clear sky,-21.4197,-50.0775,Sakr Hotel
635,Takoradi,GH,73.89,heavy intensity rain,4.8845,-1.7554,Raybow International Hotel
636,Vilani,LV,51.53,scattered clouds,56.5525,26.9245,"Laimas nams , SIA, Macibu centrs"
637,Boguchany,RU,72.48,light rain,58.3814,97.4531,Uyut
638,Dudinka,RU,70.63,overcast clouds,69.4058,86.1778,Hotel Viktoria
639,Asfi,MA,66.67,scattered clouds,32.2994,-9.2372,Hôtel Abda
640,Zhanaozen,KZ,81.01,scattered clouds,43.3,52.8,K.korabay 28A
642,Myskhako,RU,67.82,clear sky,44.6714,37.7433,Myskhako Hotel
644,Portage Lakes,US,82.89,clear sky,41.0073,-81.5271,Red Roof Inn Akron
645,Isla Mujeres,MX,80.17,few clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
646,Balkhash,KZ,74.01,clear sky,46.844,74.9804,Family
648,Booue,GA,70.74,light rain,-0.0921,11.9385,Splendeur de l'équateur
649,Santa Isabel Do Rio Negro,BR,71.19,scattered clouds,-0.4139,-65.0192,Hotel GSA
650,Deputatskiy,RU,61.09,overcast clouds,69.3,139.9,Baza Otdykha
653,Tarrega,ES,71.58,overcast clouds,41.647,1.1396,Hotel Ciutat de Tàrrega
655,Batemans Bay,AU,65.98,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
656,Kavaratti,IN,82.94,light rain,10.5669,72.642,Hotels in Lakshadweep Islands
657,Abhar,IR,69.84,clear sky,36.1468,49.218,Hotel Got7
658,Sumbal,IN,72.18,broken clouds,34.2333,74.6333,Home Ab Hamid
659,Halifax,CA,52.7,clear sky,44.6453,-63.5724,Hotel Halifax
660,Pimentel,PE,61.74,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
662,Safaga,EG,83.46,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
663,Fort Nelson,CA,63.55,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
664,Saint-Michel-Des-Saints,CA,62.94,broken clouds,46.6834,-73.9159,Motel Du Mont trinity
665,Xam Nua,LA,80.35,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
667,Talnakh,RU,70.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
669,Katiola,CI,71.56,moderate rain,8.1333,-5.1,Auberge Residence Yebin
670,Panaba,MX,76.78,clear sky,21.2833,-88.2667,Hotel Don Fernando
671,Namibe,AO,63.81,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
672,Bandipur,NP,83.25,clear sky,27.9333,84.4167,Bandipur Guest House
673,Bizhbulyak,RU,68.04,broken clouds,53.6967,54.2642,"Бижбуляк, гостиница ООО ""Домоустроитель"""
675,Kirensk,RU,76.14,overcast clouds,57.7853,108.1119,Kirenskiy Plos
678,Kloulklubed,PW,82.9,moderate rain,7.0419,134.2556,Storyboard Beach Resort
679,Nelson Bay,AU,70.09,clear sky,-32.7167,152.15,Mantra Nelson Bay
680,Mahanoro,MG,71.37,broken clouds,-19.9,48.8,BUNGALOW MAHAMANINA
681,Ornskoldsvik,SE,54.5,overcast clouds,63.2909,18.7153,ファーストホテル スタット
682,Labytnangi,RU,64.9,clear sky,66.6572,66.4183,Priuralye Hotel
683,Kabinda,CD,68.04,scattered clouds,-6.1333,24.4833,Village Mianda Mutole
